sku	product-id	product-id-type	price	minimum-seller-allowed-price	maximum-seller-allowed-price	item-condition	quantity	add-delete	will-ship-internationally	expedited-shipping	item-note	fulfillment-center-id	merchant-shipping-group-name	product_tax_code
seller-sku			4					11			x	6	3ANG147			4					11			x	6	3BAG150			4					11			x	6	3BAG151			4					11			x	6	3CASE23			4					11			x	6	3CASE24			4					11			x	6	3CH11X-J			4					11			x	6	3CH11Z-C			4					11			x	6	3CH11Z-D			4					11			x	6	3COOLB06			4					11			x	6	3CRFT23			4					11			x	6	3DC41			4					11			x	6	3DCP04X			4					11			x	6	3DCP04Y			4					11			x	6	3DIG17			4					11			x	6	3DIG33			4					11			x	6	3DIG45			4					11			x	6	3DRG276			4					11			x	6	3DRG385			4					11			x	6	3EPP05			4					11			x	6	3ESP08			4					11			x	6	3FF02			4					11			x	6	3FF49			4					11			x	6	3FY326			4					11			x	6	3FY376			4					11			x	6	3IF105			4					11			x	6	3INC112L			4					11			x	6	3INC112M			4					11			x	6	3INC286			4					11			x	6	3INC290			4					11			x	6	3INC392			4					11			x	6	3INC393			4					11			x	6	3INC398			4					11			x	6	3INC400			4					11			x	6	3JAR18			4					11			x	6	3KEY44			4					11			x	6	3KITC114			4					11			x	6	3LIP17			4					11			x	6	3OB183			4					11			x	6	3OB40			4					11			x	6	3OB41			4					11			x	6	3PUR28			4					11			x	6	3PUR30			4					11			x	6	3PUR31			4					11			x	6	3SK144			4					11			x	6	3SK145			4					11			x	6	3SK224			4					11			x	6	3SK231			4					11			x	6	3SK232			4					11			x	6	3SK241			4					11			x	6	3SK242			4					11			x	6	3SMUG84			4					11			x	6	3SMUG87			4					11			x	6	3SMUG95			4					11			x	6	3SOB08			4					11			x	6	3SOB09			4					11			x	6	3TY127			4					11			x	6	3TY407			4					11			x	6	3TY563			4					11			x	6	3TY582			4					11			x	6	3WARM21			4					11			x	6	3
